stat_bytes_used,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
184,304606842880,305258930176,296980348928,283632365568,301781389312,327123861504,230391451648,325780856832,294838247424,334586044416,256913039360,290106630144,282680975360,335682048000,353772781568,267460423680,290718121984,263169486848,342003535872,301177208832,285255475200,287509364736,322210820096,330232655872,289288261632,270975799296,296928632832,377324965888,276360691712,317347270656,269533208576,274420289536,301304553472,318073466880,307479293952,294189641728,287019565056,346442084352,342323621888,264116588544
185,304606842880,305258930176,296980348928,283622170624,301781389312,327123861504,230391422976,325780856832,294838247424,334586044416,256913039360,290106630144,282680975360,335682048000,353772781568,267460423680,290718121984,263169486848,342003535872,301177208832,285255475200,287509364736,322210820096,330232655872,289288261632,270975799296,296928632832,377324965888,276360691712,317347270656,269533208576,274424520704,301304553472,318073438208,307479293952,294189641728,287019565056,346442084352,342323621888,264116850688
186,304606842880,305258930176,296980348928,283622170624,301783486464,327123861504,230391422976,325780856832,294838247424,334586044416,256913039360,290106630144,282680975360,335682048000,353772781568,267460423680,290718121984,263169486848,342003535872,301177208832,285255475200,287509364736,322210820096,330232655872,289289048064,270975799296,296928632832,377324965888,276360691712,317351464960,269533208576,274424520704,301304553472,318073438208,307479293952,294189641728,287019565056,346442084352,342324166656,264116850688
187,304606842880,305258893312,296980348928,283622170624,301783486464,327123861504,230391422976,325780856832,294838751232,334586044416,256913039360,290106630144,282680975360,335682048000,353772781568,267460423680,290718121984,263169486848,342003535872,301177208832,285255475200,287509364736,322210820096,330232655872,289289048064,270975799296,296928632832,377324965888,276360691712,317351464960,269533208576,274424520704,301297463296,318073438208,307479293952,294189641728,287019540480,346442084352,342324166656,264116850688
188,304606842880,305258893312,296980348928,283622170624,301783486464,327123861504,230391422976,325780856832,294838751232,334586044416,256913039360,290106630144,282680975360,335684173824,353772781568,267460423680,290718121984,263169486848,342003535872,301177208832,285255475200,287509364736,322210820096,330232655872,289289027584,270975799296,296928632832,377324965888,276360691712,317351464960,269533208576,274424520704,301297463296,318073438208,307479265280,294189641728,287019540480,346442047488,342324166656,264116850688
189,304608940032,305258893312,296980348928,283622170624,301783486464,327123861504,230391422976,325780856832,294838751232,334586044416,256913039360,290106630144,282680975360,335684173824,353773854720,267462549504,290718121984,263169486848,342003535872,301177208832,285255475200,287509364736,322210820096,330232655872,289289027584,270980030464,296928632832,377324965888,276360691712,317351464960,269533208576,274424520704,301297917952,318073438208,307479265280,294189641728,287019540480,346442047488,342325219328,264116850688
190,304608940032,305258893312,296980348928,283622694912,301783486464,327123861504,230391422976,325780856832,294838751232,334586044416,256913039360,290106630144,282680975360,335684173824,353773854720,267462549504,290718121984,263169486848,342003535872,301177208832,285255475200,287509364736,322212945920,330232655872,289289027584,270980030464,296928632832,377324965888,276360691712,317351464960,269533208576,274424520704,301297917952,318073438208,307479265280,294189641728,287019540480,346442047488,342325219328,264117354496
191,304608940032,305258893312,296980348928,283622694912,301783486464,327123861504,230391422976,325780856832,294838751232,334590275584,256913039360,290106630144,282680975360,335684173824,353773854720,267462549504,290718121984,263169486848,342003535872,301177208832,285255475200,287509364736,322212945920,330232655872,289289027584,270980030464,296928632832,377324965888,276360691712,317351464960,269533208576,274424520704,301297917952,318073438208,307479265280,294189641728,287019540480,346442047488,342325219328,264117354496
192,304608940032,305258893312,296980348928,283622694912,301783486464,327123861504,230391422976,325780856832,294839799808,334590275584,256913039360,290106630144,282680975360,335684173824,353773854720,267462549504,290718121984,263169486848,342003535872,301177208832,285255475200,287509364736,322212945920,330232655872,289289027584,270980030464,296928632832,377324965888,276360691712,317351464960,269533208576,274424520704,301297917952,318073438208,307479265280,294189604864,287019540480,346442047488,342325219328,264117354496
193,304608940032,305258893312,296980348928,283622694912,301783486464,327123861504,230391422976,325785051136,294839799808,334590275584,256913039360,290106630144,282680975360,335684173824,353773854720,267462549504,290718121984,263169486848,342003535872,301177208832,285255475200,287509364736,322212945920,330232655872,289289027584,270979993600,296928632832,377324965888,276360691712,317351464960,269533208576,274424520704,301298442240,318073438208,307479265280,294189604864,287019540480,346442047488,342325219328,264117354496
194,304608940032,305258893312,296980348928,283622694912,301783486464,327123861504,230391422976,325785051136,294839799808,334590275584,256906399744,290106630144,282680975360,335684173824,353773854720,267462549504,290718121984,263169486848,342004609024,301177208832,285255475200,287511490560,322212945920,330232655872,289289027584,270979993600,296928632832,377324965888,276360691712,317351464960,269533208576,274424483840,301298442240,318073438208,307479265280,294189604864,287019540480,346442047488,342325219328,264118403072
195,304608940032,305258893312,296980348928,283623768064,301783486464,327123861504,230391422976,325785051136,294839799808,334590238720,256906399744,290106630144,282680975360,335684145152,353775927296,267462549504,290718121984,263169486848,342004609024,301177208832,285255475200,287511490560,322212945920,330232655872,289289027584,270979993600,296928632832,377324965888,276360691712,317351464960,269526577152,274424483840,301298442240,318073438208,307479265280,294189604864,287019540480,346442047488,342327291904,264118403072
196,304608940032,305258893312,296980348928,283623768064,301783486464,327123861504,230391422976,325785051136,294839799808,334590238720,256906399744,290110861312,282680975360,335684145152,353775927296,267462549504,290718121984,263169486848,342004609024,301177208832,285255475200,287511490560,322212945920,330232655872,289289027584,270979993600,296928632832,377324965888,276360691712,317351464960,269527101440,274424483840,301298442240,318073438208,307479265280,294189604864,287021666304,346442047488,342327291904,264118403072
197,304608940032,305258893312,296980348928,283623768064,301783486464,327123861504,230391422976,325785051136,294839799808,334590238720,256906399744,290110861312,282680975360,335684145152,353775927296,267462549504,290718121984,263169486848,342004609024,301181440000,285255475200,287511461888,322212945920,330232655872,289290100736,270979993600,296928632832,377324965888,276364922880,317351464960,269527101440,274424483840,301298442240,318073438208,307479265280,294189604864,287021666304,346442047488,342327291904,264118403072
198,304608940032,305258893312,296980348928,283623743488,301783486464,327123861504,230391422976,325785051136,294839799808,334590238720,256906924032,290110861312,282680975360,335684145152,353775927296,267462549504,290722353152,263169486848,342006681600,301181440000,285255475200,287511461888,322212917248,330236887040,289290100736,270979993600,296922021888,377324965888,276364922880,317351464960,269527101440,274424483840,301298442240,318073438208,307479265280,294189604864,287021666304,346442047488,342327291904,264118403072
199,304608940032,305258893312,296980348928,283625869312,301783486464,327128055808,230391422976,325785051136,294839799808,334590238720,256906924032,290110861312,282680975360,335684145152,353775927296,267462549504,290722353152,263169486848,342006681600,301181440000,285255475200,287511461888,322212917248,330236887040,289292201984,270979993600,296922021888,377324965888,276364922880,317351464960,269527080960,274424483840,301298442240,318073438208,307483496448,294189604864,287021666304,346442047488,342327291904,264118403072
200,304608940032,305258893312,296980348928,283625869312,301783486464,327128055808,230391422976,325785051136,294839799808,334590238720,256907976704,290110824448,282680975360,335684145152,353775927296,267462520832,290722316288,263169486848,342006681600,301181440000,285255475200,287511461888,322212917248,330236887040,289292201984,270979993600,296922021888,377324965888,276364922880,317351464960,269528154112,274424483840,301298442240,318073438208,307483496448,294189604864,287021666304,346441920512,342327291904,264120528896
201,304613134336,305258893312,296980348928,283625869312,301783486464,327128055808,230391422976,325785051136,294839799808,334590238720,256907976704,290110824448,282680975360,335684145152,353775927296,267462520832,290722316288,263169486848,342006681600,301181403136,285259669504,287511461888,322212917248,330236850176,289292201984,270979993600,296922021888,377318854656,276364922880,317351464960,269528154112,274424483840,301298442240,318073438208,307483459584,294189604864,287021666304,346434981888,342327291904,264120528896
202,304613134336,305247879168,296980348928,283625869312,301787680768,327128055808,230391422976,325785051136,294839799808,334590238720,256907976704,290110824448,282685169664,335684145152,353775927296,267462520832,290722316288,263169486848,342006681600,301181403136,285259669504,287511461888,322217148416,330236850176,289292201984,270979993600,296922021888,377318854656,276364922880,317351464960,269528154112,274424483840,301301600256,318077632512,307483459584,294189604864,287021666304,346434981888,342327291904,264120528896
203,304613134336,305248161792,296980348928,283625869312,301787680768,327128055808,230391422976,325785051136,294839799808,334590238720,256907976704,290110824448,282685169664,335684145152,353775927296,267462520832,290722316288,263169486848,342006681600,301181403136,285259669504,287511461888,322217148416,330236850176,289292201984,270979993600,296923578368,377318854656,276364922880,317351464960,269528154112,274424483840,301301600256,318077632512,307483459584,294189604864,287021637632,346434981888,342327291904,264120528896
204,304613134336,305248161792,296973484032,283625869312,301787680768,327128055808,230395654144,325785051136,294839799808,334590238720,256907976704,290110824448,282685169664,335684145152,353775927296,267462520832,290722316288,263162851328,342006681600,301181403136,285259669504,287511461888,322217148416,330236850176,289292201984,270979993600,296923578368,377318854656,276364922880,317351464960,269528154112,274424483840,301301600256,318077632512,307483459584,294189604864,287021637632,346434981888,342327291904,264120528896
