op_process_latency,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
253,0.363,0,0.074,0.061,0.003,0,0,0.79,0.006,0.1,0.337,0.233,0.174,0.077,0,0.564,0.057,0.424,0.185,0.432,0.005,0.782,0,0.156,0.567,0.51,0.766,0.692,0.318,0.028,0.005,0.053,0.787,0.065,0.083,0.668,0.064,0.05,0.12,3.438
254,0.797,0,0.484,0.223,0.197,1.897,0.989,0.375,1.279,0.307,0.139,0.044,0.006,0.056,0,0.005,0.341,0.046,0.724,0.072,0.174,0.024,0.719,0.521,0.238,0.155,0.136,0.107,0.228,0.891,0.227,0.005,0.831,1.679,1.232,0,0.042,0.094,0.213,1.25
255,0.125,0,0.121,0.054,0.005,0.22,0,0.829,0.227,0.855,0.068,1.404,0.552,0.885,3.795,0.461,0.281,0.463,0.003,1.222,1.19,0.243,0.455,0.235,0.472,0.207,0.185,0,0.508,0.045,0.436,0.255,0.339,0.004,0.23,3.899,0.218,0.078,0.646,0.292
256,0.176,6.164,0.053,0.005,0.289,0.892,0,0.008,0.665,0.008,0.427,0,0.572,0.884,0,0.125,0.004,0.23,0.235,0.564,0.541,0.073,0.711,1.14,0.366,0.63,0.333,0,0.994,0.602,0.192,0.406,0.004,0.204,0.449,0,0.133,0.133,1.704,0.23
257,0.005,0.089,0.135,0.14,0.003,0.667,0.227,0.405,0.345,0.036,0.104,0,0.177,0.004,0,0.39,0.509,0.004,0.048,0,0.733,0.447,1.369,0.528,0.609,0.29,0.59,0,0.938,0.297,0.48,0,0.543,0.371,0.207,0.505,0.674,0.223,0.249,0.182
258,0.379,0.022,0.492,0.194,1.034,0.762,0.088,0.12,0.008,0.53,0.433,5.027,0.005,0.394,0.088,0.003,0.136,0.546,0.052,0,0.009,0.271,0.083,0,0.417,0.113,0.271,0,0.337,0.306,0.393,0,0.36,0.43,0.098,0.153,0.45,0.061,1.762,0.453
259,0.132,0.318,0,0.794,0.005,0.114,0.002,0.165,0.182,0.028,0.083,0.046,0.081,0.321,0.082,1.153,0.477,0.104,0.002,2.836,0.315,0.21,0.371,0,0.218,0.285,0.377,0,0.005,0.003,0.21,0,0.153,0.189,0.003,0.03,0,0.004,0.346,0.647
260,0.069,0.003,1.656,0.719,0.092,1.087,0.141,0.27,0.003,0.128,0.005,0.407,0.293,0.397,0.511,0.324,0.004,0.31,1.988,0.028,0,1.045,0.146,0.313,0.004,0.002,0.003,0,0.004,0.005,0.1,0.635,0.414,0.133,0.745,0.002,1.078,0.182,0.148,0.308
261,0.003,0.46,0,1.006,0.08,0.256,0.603,0.001,0.748,1.271,0.002,0.483,0.003,0.106,0.111,0.364,1.235,0.002,0.006,0.001,0.31,0.131,0.389,0.474,0.138,0.005,0.133,5.501,0.505,0.225,1.331,0.002,0.003,0.442,0.004,0.034,0,0.004,0.003,0.004
262,0.121,0.561,0,0,0.531,0.154,0.148,1.351,0.551,0.759,0.236,0.219,0.826,0.03,1.267,0.274,0.349,0.905,0.444,0.294,0.586,0.073,0.129,0.217,0,0.033,0.135,0.065,0.296,0.436,0.824,0.257,0,0.796,0.205,0.005,0,0.065,0.237,0.526
263,0.004,0.159,0,2.857,0.137,0.519,0.632,0,0.133,0.77,0.52,0.24,0.223,0.122,0.945,0.798,0.674,0.287,0.119,0.13,0,0.431,0.504,0.037,0,0.664,0.587,0.703,0.574,0.02,0.005,0.75,4.139,0.263,0.56,0.4,0.165,0.004,0.199,0.488
264,0.425,0.291,0.625,0,0.012,0.005,0.268,0.484,0.465,0.342,0.059,0.304,0.878,0.5,0.372,0.329,0,0.46,0.003,0.499,1.741,0.224,0.159,0.004,3.501,0.039,0.261,0.124,0,0.005,0.299,0.272,0.048,0.244,0.004,0.388,0.119,0.336,0.257,0.006
265,0.258,0.059,0.151,0,0.007,0.046,0.409,0.166,0.537,0.451,0.593,0.012,1.583,0.126,0.288,0.114,0,0.147,0.311,0.149,0.281,0,0.004,0.504,0,0.056,0.029,0.004,2.596,0.632,0.268,0.345,0.439,0.412,0.838,0.158,0.45,0.149,0.101,0.814
266,0.043,0.262,0.85,0.202,0.454,0.418,0.292,0.354,0.18,0.339,0.816,0.112,0,0.004,0.321,0.194,3.897,0.006,0.015,0.89,0.23,0.451,0.008,0.038,0,0.258,0.55,0.588,0.805,0.19,0.006,0.004,0.446,0.457,0.708,0.946,1.29,1.79,0.004,0.574
267,0.151,0.016,0.222,0.152,0,0.532,0.267,0.254,0,0.09,0.365,0.354,0,0.547,0.386,0.174,0,0.819,0.054,0.457,0.006,0.246,0.179,0.777,3.083,0.124,0.066,0.014,0.104,0.159,0.224,0.43,0.425,0.928,1.187,0.029,0.299,0.466,0.821,0.591
268,0.006,0.227,0.009,0.562,0.336,0.007,0.01,0.18,4.755,0.407,0.468,0.128,0.544,0.126,0.111,0.004,0.677,0.093,0.005,0.025,0.638,0.299,0.047,0.656,0.261,2.949,0.797,0.047,0.292,0.007,0.243,0.267,0.005,0,0.077,0.064,0.603,0,0.111,0.197
269,0.13,0.009,0.815,0.009,0.045,0.003,0.113,1.444,0.728,0.329,0.323,0.714,0.122,0.361,0.184,0.417,0.079,0.079,0.323,0.007,0.004,0,0.371,0.005,0.207,0,0.378,0.09,0.008,0,0.082,0.064,0.004,3.826,0.182,0.48,1.192,0,0.375,0.169
270,0.006,0.297,0.013,0.406,0.179,0.71,0.523,0.007,0.004,0.006,0.361,0.011,0.526,0.207,0.358,0.072,0.004,0.055,1.18,0.163,0.004,0.434,0.005,0.643,0.004,0,0.006,0.004,0.008,0,0.07,0.184,0.158,0,0.067,0.616,0.283,0,0.175,0.08
271,0.306,0.008,0.116,1.818,0.303,0.438,0.51,0.255,0.148,0.7,0.292,0.929,0.005,0.13,0.246,0.338,0.851,0.066,0.211,0.168,1.533,0.343,0.092,0.013,1.393,0,0.896,1.071,1.41,0,0.005,0.008,0.01,0,0.007,0.093,0.133,0,0.069,0.007
272,1.173,0.006,1.43,0.751,0.006,0.007,0.641,0.945,0.156,0.192,0.097,0.523,1.741,0.979,0.865,0.121,0.288,1.84,0.898,0.829,0.116,0.007,0.007,0.025,0.639,0,0.178,0.372,1.221,0,0.074,0.103,0.01,3.433,0.66,0.115,0.193,6.747,0.092,0.351
273,0.442,0.438,0.443,0.027,0.223,0.043,0.587,0.648,0.649,0.361,0.003,0.683,0.012,0.018,0.011,0.007,0.007,0,0.315,0.432,0.008,0.006,0.005,0.005,0.034,0.656,0.109,0.036,0.029,0.833,0.036,0.254,0.173,0,0.476,0.032,0.194,0.067,0.02,0.005
274,0.401,0.326,0.386,0.406,0.007,0.724,0.005,0.006,1.598,0,1.008,0.121,0.33,0.473,0.743,0.204,0.743,0.721,0.428,1.209,0.005,0.034,0.06,0.093,0.005,0.005,0.006,0.082,0.005,0.303,0.005,0.353,0.601,0,0,0.234,0.005,0.435,1.093,0.006
275,1.437,0.04,0.807,0.255,0.187,1.598,0.004,0.157,0.011,0,0.484,0.271,0.252,0.035,0.739,0.139,0.756,0.005,0.123,0.283,0.714,0.242,0.334,0.082,1.263,0.08,0.132,0.601,0.129,0.281,0.243,0.004,0.006,0,0.103,0.006,0.764,0.237,2.379,0.09
276,0,0.006,0.252,0.006,0.433,0.302,0.006,0.801,0.005,0,0.006,0.043,0.468,0.334,0.258,0.07,0.215,0.624,1.134,0.152,0.308,0.257,0.213,0.265,0.348,0.126,0.008,0.261,0.217,0.797,0.02,0.006,0.007,0.321,0.563,0.093,0.006,0.006,0,0.755
277,0,0.006,0.416,0.011,0.029,0.087,0.005,0.079,0.006,0,0.233,0.126,0.121,0.165,0.286,1.85,0.656,0.362,0.261,0.118,1.476,0.469,1.287,0.005,0.722,0.683,0.571,0.954,0.18,0.403,0.004,0.005,1.02,0.372,0.134,0.888,0.003,0.004,0,0.229
278,0,0.004,0.007,0.075,0.55,0.341,0.006,0.271,0.006,5.351,1.456,0.098,0.239,0.721,0.479,0.564,0.238,0.485,0,0.807,0.915,0.005,0,0.634,0.409,1.124,0.169,0.461,0.051,2.327,0,0.45,0.447,0.748,0.005,0.618,1.358,0.554,5.614,0
279,4.741,1.23,0.176,0.406,0.289,0.149,0.44,0.022,0.385,0.097,0.765,0.137,0.246,0.038,0.154,0.109,1.258,0.157,3.698,0.097,0.043,0.11,3.413,0.255,0.063,0.848,0,2.711,0.567,1.157,0.091,0.029,0.586,0.884,1.869,0.662,0.174,0.206,0,0
280,0.28,0,0.035,0.007,0.009,0.396,0.609,1.145,0.137,0.094,0.625,0.259,1.24,0.515,0.945,0.392,0.179,1.316,0,1.282,0.13,0.101,0,0.066,0.075,0.475,0,0.317,0.547,0.047,0.888,0.032,0.019,2.83,0.056,0.03,0.103,0.383,4.755,0
281,0.129,0,0.019,0.233,0.236,0.609,0.127,0.043,0.519,0.29,0.352,0.022,0.243,0.154,0.019,0.186,0.325,0.041,1.163,0.333,0.051,0.044,0.914,0.76,0.02,0.081,0,0.101,0.071,0.892,0.007,0.005,0.122,0.021,0.25,0.315,0.006,0.027,0.066,0.338
282,0.358,0.342,0.2,0.217,0.42,0.181,0.251,0.644,0.54,0.846,0.005,0.004,0.369,0.393,1.709,0,0.328,0.364,0.091,0.275,0.27,0.372,0.413,0,0.119,0.327,3.752,0.575,0.29,0.168,0.388,0.025,0.611,0.059,0.038,0,0.102,0.005,0.256,0.121
283,1.107,0.128,0.145,0.524,0.583,1.191,0.007,0.17,0.201,0.69,0.74,0.321,0.484,0.567,1.032,2.382,0.108,0.769,0.005,0.74,0.026,0.03,0.012,0,0.02,0.092,0.054,0,0.082,0.076,0.584,0.332,0.028,0.267,0.479,2.345,0.587,0.58,1.075,0.287
284,0.011,1.471,0.004,0.253,0.033,0.202,1.83,0.294,0.007,0.078,0.007,0.005,0.104,0.018,0,0.089,0.005,0.113,0.654,0,0.155,0.303,0.199,4.529,0.182,0.005,0.326,0,0.623,0.005,0.006,0.018,0.115,0.031,0.118,0,0.199,0.302,0.889,0.003
285,0.434,0.081,0,0.289,0.006,0.353,0.136,0.007,0.003,1.666,0.004,1.086,0.008,0.005,0,0.005,1.216,0.006,0.005,0.493,0.209,0.798,0.593,0,0.376,0.313,0.198,0,1.069,0.004,0.005,0.223,0.006,0.092,0.086,0.032,0.27,0.128,0.391,0.003
286,0.004,0.692,0,0.547,1.248,0.03,0.066,0.266,0.36,0.005,1.323,0,0.523,0.298,0,0.522,0.003,0.818,0.634,0.004,1.123,0.004,0.704,0.552,0.004,0.554,0.75,0,0.004,0.006,0.004,0.187,0.004,0.126,0.147,0.418,0.259,0.089,0.205,0.254
287,0.391,0.074,0,0.029,0.005,0.274,0.12,0.629,0.006,0.009,0.004,0.551,0.004,0.004,0,0,0.683,0.005,0.042,0.007,0.372,0.147,0.402,0.16,0.227,0.241,0.55,0,0.321,0.092,0.188,1.198,0.264,0.069,0.139,0.521,0.792,0.32,1.279,0.093
288,0.058,0.007,0.615,0.385,0.004,0.851,0.082,0,0.394,0.006,0.084,0.171,0.077,0.455,0.151,1.184,0.112,0.041,0.01,0.18,0.159,0.279,0.237,0.238,0.004,0.298,0.231,0,0.016,0.005,0.774,0.536,0.118,0.762,0.57,0.533,0.405,0.516,0.439,0.313
289,0.009,0.176,0.02,2.063,0.014,0.758,0.984,0,0.645,0.283,0.004,0.057,0.203,0.187,0.128,0.046,1.499,0.129,1.417,0.282,0.217,0.342,0.375,0.427,0.063,0.004,0.294,8.331,0.443,0.037,0.068,0.315,0.078,0.099,0.545,0.004,0,0.318,0.103,0.259
290,0.086,0.567,0.421,0,0.725,0.603,0.363,4.326,0.73,0.389,0.381,0.004,0.405,0.005,0.58,0.006,1.048,0.299,0.144,0.005,0,0.014,0.079,0.964,0.006,0.192,0.25,0.06,0.232,0.008,0.769,0.004,0.157,0.999,0.679,0.148,0,0.005,0.004,0.216
291,0.093,0.588,0.856,2.071,0.2,0.003,1.627,0,0.442,0.662,0.247,0.173,0.904,0.155,1.045,1.397,0,0.763,0.005,0.294,3.245,0.084,0.004,0.005,0,0.05,0.005,0.147,0.362,0.048,0.377,0.746,0,0.408,0.004,0.35,0.58,0.172,0.182,0.054
292,0.215,0.307,0.325,1.763,0.299,0.167,0.795,0,0.001,0.09,0.531,0.211,1.142,0.264,0.076,1.024,0.316,0.171,0.522,0.067,0,0.85,0.005,0.006,0,0.171,0.166,0.01,0,0.006,0.488,0.117,0,0.53,0.404,0.359,0.205,0.199,0.077,0.098
293,0.01,0.061,0.005,0,0,0.125,0.378,4.036,0.989,0,0.003,0.006,0,0.003,0.006,0.004,0.243,0.005,0.529,0.009,0,0.948,0.008,0.03,0.828,0.226,1.87,1.075,0,0.204,0.006,0.002,0,0.003,0.125,1.183,0.19,0.227,0.158,0.46
294,0.3,0.334,0.04,0,2.048,0.387,0.213,0.158,0.331,0.317,0.415,0.605,0,0.61,0.446,0.28,0.58,0.71,0.023,1.619,0.429,0.412,0.597,0.268,0.102,0.48,0.231,0.811,2.162,0.006,0.096,1.03,0.219,0.509,0.208,0.405,1.22,2.072,0.548,0.068
295,0.414,0.007,0.382,0.651,0,0.138,0.005,0.413,2.717,0.537,0.149,0.323,0,0.348,0.273,0.068,0.012,0.246,0.347,0.581,0.35,0.151,0.457,0.383,0.251,0.004,0.184,0.188,0.244,0.273,0.471,0.027,0.035,0.264,0.216,0.011,0.453,0,0.152,0.31
296,0.296,0.081,0.106,0.177,0,0.695,0.22,0.862,0.031,0.228,0.023,0.366,0.33,0.028,0.006,0.155,0,0.016,0.443,0.007,0.567,0.663,0.035,0.126,0.312,0,0.106,0.238,0.192,0.083,0.069,0.166,0.007,0,0.406,0.342,0.528,0,0.229,0.285
297,0.211,0.035,0.117,0.473,0,0.006,0.004,0.26,0,0.042,0.095,0.182,0.286,0.396,0.056,0.041,0.353,0.377,0.292,0.379,0.274,0,0.006,0.372,0.274,3.111,0.552,0.005,0.089,0.901,0.025,0.175,0.465,0,0.234,0.267,0.107,0.201,0.236,0.071
298,0.537,0.006,0.43,0.007,0,0,0,0.466,0.314,0.15,0.277,1.63,0.291,0.005,0.324,0.38,0.174,0.006,0.006,0.34,0.81,0,0.097,0.006,0.668,0.1,0.527,0.303,0.446,0,0.004,0.27,0.097,0,0.283,0.167,0.093,0,0.437,0.074
299,0,0.0,0.005,0.0,0.268,0.363,0.721,0.006,0.0,0,0.051,0.531,1.396,1.939,0.454,0.007,0.455,0.771,0.317,0.269,0.0,0,0.005,0.705,0.004,0.003,0.004,0.005,0.197,0,0.115,0.148,0.005,0.319,0.005,0.005,0.104,0,0.04,0.007
300,0,0.155,0,0.782,0.162,0.206,0.391,0,0.596,0,0.01,0.23,0.004,0,0.128,0.1,0.005,0,0.827,0.02,0.534,0,0.322,0.159,0.005,1.436,0.383,0.991,0.457,0,0.005,0.009,0.186,0.151,0.457,0.656,0.086,0,0.1,0.381
301,0.667,0.37,0.584,0.045,1.037,0,0.127,0.85,0.298,0,0.394,0.63,0.929,5.189,1.032,0.477,1.22,2.391,0.288,0.492,0.379,0.501,0.005,0.373,0.204,0.485,0.637,0.465,0.625,0.657,0.005,0.004,0.349,1.401,0.905,0.896,0.004,4.698,0.005,0.004
302,0,0.16,0.502,0.013,1.317,1.573,0.05,0.201,0.373,4.945,0.938,0.699,0.532,0,1.116,0.139,0.259,3.475,0.339,0.335,0.24,0.045,0.297,0.596,0.275,0.692,0.179,0.278,0.449,0.634,0.004,0.197,0.707,0.318,1.042,0.119,0.352,0.267,1.082,0.524
303,0,0.072,0.008,0.063,0.006,0,0.004,0.078,0.007,0,0.005,0.004,0.069,0.383,0.387,0.154,0.963,0.448,0,0.23,0.006,0.364,0.242,0.039,1.278,0.075,1.58,0.966,0.144,0.564,0.442,0.415,0.368,0.577,0.336,0.324,0.45,0.096,0,0.489
304,0,0.186,0.119,0.012,0.006,0,0.136,0.028,0.03,6.438,0.056,0.005,0.166,0,0.723,0.007,0.68,0.712,0.871,0.088,1.548,0.607,1.172,0.19,1.097,0.9,0.005,0.599,0.004,0.307,1.218,0.941,0.314,1.108,0.005,0.994,0.402,0.811,4.429,0.208
305,0,1.48,0.301,0.329,0.005,0,0.16,0.062,1.199,0,1.418,0.621,0.679,0,0.458,0.686,0.004,0.022,0.0,0.377,0.004,0.466,0.136,0.682,0.137,0.034,0.426,0.236,0.403,1.413,0,0.004,0.003,1.403,0.899,0.24,0.968,0.345,0.393,0.006
306,0,0,1.194,0.007,0.476,0,0.006,0.301,0.004,0,0.002,0.016,0.004,0,0.004,0.005,0.005,0.004,0,0.003,0.61,0.507,0.791,0.31,0.791,0.568,1.294,0.887,1.222,2.158,0.464,0.004,0.349,0.071,0.015,0.005,0.003,0.124,0.34,0.115
307,2.009,0,0.006,0.005,0.599,0.068,0.005,0.005,0.196,2.508,0.004,0.008,0.543,4.714,1.221,0.426,1.093,0.279,0,0.004,1.988,0.41,0,0.126,0.445,1.101,0.549,2.544,0.004,0.507,0.955,0.993,0.502,0.853,2.075,1.446,0.264,0.007,0.005,0.006
308,0.137,0,0.005,0.006,0.506,0.333,0.006,0.005,0.051,0.152,1.045,0.1,1.457,0,0,0.219,0.012,1.182,0,1.334,0.017,0.005,0,0.588,0.03,0.187,0.046,0.426,0.276,2.489,0.34,0.065,0.004,1.902,1.388,0.01,0.067,0.863,0.382,0.673
309,0.047,5.313,0.025,0.335,0.049,0.226,0.768,0.005,0.077,0.035,0.008,0.812,0.006,0.146,0,0.005,0.565,0.007,0,0.006,0.945,0.106,0,0.479,0.205,0.213,0.417,0.596,0.371,0.574,0.365,0.333,0.26,0.133,0.306,0,0.13,0.007,0.034,0.18
310,0.212,0,0.358,0.099,0,0.28,0.019,0.006,0.928,0.173,0.162,0.346,0.273,0.254,0,0.353,0.195,0.009,0,1.634,0.403,0.355,0,0.0,0.422,0.368,0.27,0.181,0.654,0.006,1.071,0.503,0.49,0.7,0.007,0.641,0.312,0.425,1.372,1.434
311,0.516,0.164,0.085,0.15,0.121,0.355,0.046,0.564,0.006,0.686,0.172,0,0.056,0.474,2.958,0,0.306,0.413,0.595,0.005,0.188,0.046,0.974,0,0.15,0.032,0.005,0.007,0.045,0.841,0.702,0.041,0.568,0.308,0.12,0,0.92,0.229,0.413,0.049
312,0.976,0.095,0.601,0.241,0.02,0.0,1.93,0.574,0.224,0.768,0.005,0,0.584,0.573,0.189,0,0.283,0.111,0.23,2.399,0.296,0.473,0.4,0,0.558,0.71,0.634,1.403,0.179,0.208,0.918,0.108,0.387,0.411,0.251,0.435,0.17,0.361,0.281,0.426
313,0.006,0.001,1.448,0.0,0.005,0.281,0.494,0.17,0.991,0.115,0.04,0.976,0.103,0.382,1.547,0.44,0.143,0.663,0,0,0.051,0.269,0.493,0,0.13,0.08,0.087,0.129,0.169,0.0,0.287,0.242,0.152,0.112,0.018,0.033,0.72,0.071,0.417,0.006
314,0.0,0.645,0,0.659,0.107,0.064,0.125,0.004,0.149,0.654,0.042,0.089,0.077,0.012,0.071,0.09,0.003,0.155,0.316,0.941,0.003,0.0,0.004,0.694,0.498,0.003,0,0.003,0.002,0.05,0.044,0.157,0.368,0.081,0.287,0.727,0,0.076,0.062,0.307
315,0.592,0.004,0,0.031,0.425,0.142,0.293,0.464,0.079,0.249,0.002,0,0.0,0.0,0.003,0.333,0.416,0.003,0.007,0,0.274,0.142,0.328,1.453,0.187,0.089,0.169,0.196,0.216,0.1,0.53,0.551,0.182,0.18,0.21,0.152,2.279,0.637,0.835,0.082
316,0.173,0.19,0,0.298,0.004,0.006,0.323,0,0.161,0.093,0.205,0.93,0.09,0.244,0.475,0.087,0.075,0.147,0.009,1.63,1.125,0.043,0.028,0.451,0.052,0.004,0.062,0.012,0.266,0.706,0.238,0.104,0,0.541,0.483,0.135,0.198,0.09,0.265,0.573
317,0.244,0.006,6.725,0.113,0.346,0.265,0.789,0,0.36,0.099,0.006,0.538,0.006,0.088,0.045,0.98,0.363,0.048,0.058,0.142,0,0.195,0.355,0.633,0,0.312,0.005,0.005,0.009,0.443,0.122,0.004,0,0.29,0.226,0.289,0.683,0.337,0.07,0.385
318,0.152,1.006,0.085,0,0.349,0.003,0.124,0,0.478,0.337,0.369,0.004,0.245,0.256,0.399,0.061,0.83,0.244,0.713,0.51,0.955,0.708,0.738,0.006,0,0.505,0.172,0.007,0.191,0.227,0.318,0.423,3.857,0.43,0.296,0.671,1.0,0.508,0.283,0.152
319,0.994,0.003,0.912,0,0.01,0.961,0.785,4.127,0.003,0.773,0.044,0.058,0.425,0.59,0.325,0.653,0,0.256,0.009,0.524,0.902,0.886,1.22,0.004,0,1.231,0.805,1.237,0.808,0.094,0.705,1.004,1.818,0.445,0.003,0.715,0.329,0.642,0.086,0
320,0.003,0.147,0.004,0,0,0.387,0.78,0,0.519,0.005,0.309,0.96,0,0.442,0.212,0.835,0,0.437,0.26,2.073,0.22,0.004,0.009,0.214,0,0.007,0.169,0.556,0.619,0.006,0.144,0.492,0,0.006,0.586,0.131,0.12,0,0.117,0.58
321,0.178,0.151,0.4,0.425,0,0.34,0.249,0,0.398,0.508,0.002,0.534,0,0.003,0.003,0.925,0,0.009,0.546,0.003,0,0.612,0.22,0.298,4.871,0.197,0.455,0.6,0.184,0.276,0.003,0.001,0.411,0.002,0.095,0.872,0.002,0,0.003,0.45
322,0.607,0.051,0.962,0.076,3.803,0.113,0.101,0.0,0.797,0.502,0.022,0.04,0.315,0.698,0.287,0.101,0,0.419,0.567,0.834,0.951,0.339,0.007,0.256,0,0.523,0.584,0.462,0.576,0.121,0.385,1.441,0.505,0.99,0.467,0.562,0.567,0,0.391,0.374
323,0.194,0.024,0.424,0.415,0,0.06,0.213,0.165,0.049,0.114,0.205,0.198,0.83,0.46,0.045,0.081,5.019,0.283,0.079,0.516,0,0.714,0.006,0.218,1.96,1.633,0.456,0.738,0.572,0.044,0.006,0.236,0.416,0.262,0.014,0.757,0.111,4.487,0.354,0.168
324,0.406,0.005,0.521,0.269,0,0.188,0.388,0.171,0.104,0.173,0.631,0.004,0.554,0.798,0.516,0.17,0.089,0.846,0.133,1.655,0.433,0,0.008,0.171,0.08,2.696,0.29,0.011,0.138,0,0.046,0.668,0.009,0.287,0.006,0.079,1.08,0,0.496,0.076
325,0.084,0.007,0.016,0.254,0,0.006,1.425,0.454,0.006,0.235,0.05,1.108,0.01,0.022,0.016,1.248,0.338,0.043,0.004,0.084,0.212,0,0.004,0.003,0.481,0,0.136,0.276,0.594,0,0.058,0.023,0.005,0.052,0.881,0.009,0.033,7.314,0.084,0.004
326,0.212,0.001,0.005,0.003,0.097,0.01,0.837,0.005,1.176,0.006,0.51,0.005,0.045,0.512,0.121,0.003,0.003,0.108,1.145,0.143,0.003,0,0.004,0.782,0.003,0,0.003,0.16,0.002,0,0.004,0.05,0.278,0,1.801,0.285,0.044,0.362,0.005,1.471
327,0.837,0.802,1.828,0.187,0.284,0.834,0.391,0.204,1.046,0.834,0.005,1.062,0.003,0,0.002,0.468,0.53,0.203,1.433,0.565,0.003,0,0.005,0.006,1.18,5.629,0.698,0.717,0.38,5.116,0.395,0.577,1.775,0,2.431,0.005,0.347,0.404,0.492,0.003
328,1.272,0.513,1.259,0.822,1.198,0.225,0.164,0.205,0.168,0.06,0.651,0.598,0.94,2.401,0.586,0.405,0.003,0.736,1.071,1.79,0.005,0,0.007,0.196,0.006,0,0.004,0.005,0.413,0.062,0.418,1.921,1.914,0,0.208,0.77,0.574,0.795,0.49,1.028
329,0,0.081,0.667,0.054,1.277,0.006,0.16,1.725,0.234,0.439,0.0,0.194,0.001,0,0.002,0.091,0.671,0.003,0.544,0,0.007,7.448,0.008,0.294,0.007,0.121,0.386,0.007,0.008,0.0,1.373,0.003,0.749,4.697,0.34,0.577,1.42,0.61,0.004,0.006
330,3.592,0.007,0.192,0.038,0.526,0.36,0.004,0.011,0.125,0,0.473,0.005,0.5,0,2.619,0.005,0.648,0.235,0.014,0.472,0.571,0.047,0.2,0.04,1.932,0.087,1.195,0.079,0.47,0.523,0.406,0.488,0.871,0,0.125,0.413,0.182,1.045,0.004,0.101
331,0.041,1.428,0.129,0.004,0.005,1.393,0.697,0.034,0.157,1.061,0.171,0.071,0.643,6.062,0.806,0.153,0.327,0.391,0.399,0.895,0.223,0.322,1.466,0.286,0.118,0.491,0.081,0.474,0.05,0.469,0.755,0.257,0.349,0.171,0.005,0.429,0.139,1.302,0,0.664
332,0.496,0.458,1.516,0.256,0.005,0,0.311,0.774,0.26,0.975,0.262,0.211,0.41,0,0.415,0.14,0.005,0.186,0.065,0.135,0.081,0.287,0,0.629,0.193,0.441,0.033,0.195,0.176,0.829,1.533,0.095,0.238,0.319,0.624,0.278,0.365,0.168,0,0.022
333,0,0,0.094,0.083,0.288,0.127,0.005,0.236,0.403,0.544,0.005,0.108,0.004,0,0.006,0.132,0.336,0.006,4.309,0.042,0.185,0.617,0,0.116,0.257,0.841,0.58,0.783,1.19,0.207,0,0.003,0.134,0.231,0.005,0.073,0.004,0.098,0,0.327
334,0.606,0,0.008,0.004,1.161,0.005,0.005,0.401,0.004,0.402,0.213,0.004,0.277,0.09,0.474,0,0.302,0.383,0,0.073,0.062,0.023,4.285,0.408,0.016,0.166,0.402,0.319,0.101,0.423,0.413,0.629,0.272,0.332,0.211,0.226,0.192,0.011,0.789,0.136
335,0.005,0.348,0.005,0.008,0.004,0.003,1.029,0.057,0.004,0.005,0.071,0.589,0.417,0.248,0,0.34,0.124,0.186,0,0.339,0.452,0.081,0,0.003,0.28,0.306,0.19,0.22,0.073,0.003,0.22,0.04,0.117,0.119,0.003,0.629,0.012,0.055,0.274,0
336,0.004,0.0,0.006,0.005,0.879,0.893,5.234,0.005,0.744,0.005,0.095,0.219,0.121,0.794,0,0.007,0.0,0.004,0,0.277,0.002,0.003,0,0.347,0.003,0.002,0.0,0.0,0,1.023,0.585,0.156,0.002,0.146,0.396,0,0.161,0.169,0.794,1.317
337,0.003,0.691,0.004,0.37,0,0.046,0.066,0.006,1.201,0.002,0.001,0,0.003,0.002,0,0.017,0.009,0.002,1.566,0.001,0.939,0.346,0,1.401,0.433,0.413,0.635,0.709,0.128,1.063,0.005,0.002,0.82,0.002,0.265,0,0.0,0.002,0.002,0
