subop_w_latency,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
253,0.004,0.003,1.407,2.224,0.003,0.003,0.002,1.008,0.003,0.003,0.002,0.003,0.002,0.003,0.002,0.009,0.325,0.002,0.002,0.002,0.889,0.002,0.002,0.002,2.187,0.002,0.002,0.002,0,0.003,0.002,0.002,1.891,0.002,0.002,0.002,0.002,0.002,0.004,0.002
254,0.002,0.002,0.003,0,0.002,0.002,0.002,0.002,0.004,0.004,0.002,0.002,0.686,0.002,0.002,0.002,0,0.002,0.002,0.002,1.928,0.001,0.002,0.002,0,0.002,0.003,0.002,2.935,0.003,0.002,0.002,0.744,0.005,0.002,0.002,0.003,0.261,0.005,0.002
255,0.002,0.002,0.002,0,0.002,0.002,0.001,0.002,0.002,0.003,0.002,0.002,0,0.001,0.001,0.002,0,0.004,0.001,0.001,0.002,0.003,0.004,0.004,0,0.002,0.002,0.002,1.938,0.004,0.002,0.002,0.366,0.002,0.001,0.002,0.002,1.239,0.002,0.003
256,0.005,0.004,0.004,3.09,0.003,0.004,0.003,0.004,0.002,0.004,0.002,0.002,0,0.002,0.002,0.002,2.521,0.002,0.002,0.002,0.002,0.002,0.004,0.004,4.892,0.002,0.003,0.003,0.042,0.002,0.002,0.002,0.072,0.002,0.003,0.002,0.002,0.51,0.002,0.001
257,0.004,0.004,0.005,0.14,0.004,0.01,0.003,0.004,0,0.013,0.002,0.003,1.359,0.003,0.003,0.003,0,0.004,0.003,0.003,0.002,0.002,0.002,0.002,1.732,0,0.002,0.003,0.003,0.003,0.002,0.002,0.002,0,0.002,0.002,0.002,0,0.002,0.001
258,0.003,0.003,0.002,0.002,0.002,0.003,0.002,0.002,1.23,0.002,0.003,0.003,0.005,0.003,0.011,0.003,2.439,0.004,0.002,0.004,0.001,0,0.001,0.002,0.025,0,0.002,0.002,0.002,0.004,0.002,0.002,0.002,1.806,0.002,0.002,0.002,0,0.003,0.001
259,0.003,0.002,0.002,0.002,0.68,0.003,0.002,0.002,1.648,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.08,0.002,0.002,0.002,0.002,1.193,0.002,0.002,0.002,0,0.003,0.002,0.002,0,0.001,0.001,0.002,0,0.001,0.002,0.002,0,0.002,0.002
260,0.003,0.002,0.003,0.002,0,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.001,0.002,0.029,0.002,0.002,0.003,0.002,0.002,0.003,0.003,0,0.002,0.002,0.002,0,0.002,0.003,0.002,0,0.002,0.002,0.002,0,0.002,0.002
261,0.004,0.003,0.003,0.007,1.459,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.003,0,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0,0.002,0.002,0.002,0,0.002,0.002,0.003,4.032,0.003,0.002,0.004,4.137,0.007,0.002
262,0.003,0.002,0.004,0.003,0.003,0.004,0.004,0.018,0.004,0.007,0.002,0.003,0.004,0.004,0.002,0.003,0.003,0,0.002,0.003,0.002,0.002,0.002,0.003,0.002,2.74,0.002,0.002,0.003,0,0.002,0.002,0.004,0,0.003,0.003,0.002,2.183,0.006,0.003
263,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0,0.002,0.005,0.003,0.005,0.002,0.002,0.002,0.71,0.002,0.003,0.002,0.003,0.003,0.004,0.003,0.002,0.003,0.003,0.003,2.202,0.002,0.001,0.002,0,0.002,0.002,0.002,0.002,0,0.002
264,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.004,0.005,0.002,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0,0.001,0.001,0.001,0.001,1.824,0.001
265,0,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.003,0,0.002,0.003,0.003,0.16,0.004,0.002,0.004,0.003,0.003,0.003,0.002,0.002,0.003,0.003,0.003,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.002,2.405,0,0.002,0.003,0.002,0,0.002
266,0,0.002,0.002,0.002,0.001,1.181,0.001,0.002,0.002,0,0.002,0.001,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.002,0.002,0.003,0.002,0.002,0.003,0.004,0.003,0.003,0.001,0.002,0.003,0.002,0.905,0.002,0.002,0.003,0,0.001
267,0,0.003,0.003,0.006,0.003,1.289,0.003,0.003,0.003,3.724,0.002,0.003,0.003,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.001,0,0.002,0.001,0.001,0.001,0.002,0.002,0.002,0,0.002,0.002,0.002,0.002,0.001,0.002,0.002,4.322,0.002
268,3.52,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.003,1.997,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.002,0.001,0.002,0.002,0.002,0,0.002,0.003,0.002,0,0.003,0.002,0.002,0.494,0.002,0.001,0.002,0.002,0.001,0.002,0.002,0,0.001
269,3.467,0.093,0.003,0.002,0.003,0.003,0.004,0.003,0.003,0.002,0.347,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0,0.002,0.002,0.002,0,0.002,0.002,0.001,0,0.002,0.002,0.002,0.103,0.001,0.002,0.002,0.001,0.002,0.001,0.002,4.994,0
270,0.097,0,0.003,0.003,0.003,0.004,0.003,0.004,0.003,0.004,0.002,0.002,0.002,0.003,0.004,0.002,0.002,0.002,0.468,0.002,0.002,0.003,1.733,0.003,0.003,0.002,0,0.003,0.003,0.002,0.002,0.002,0.002,0.002,1.085,0.086,0.002,0.002,2.268,0
271,0.002,0,0.002,0.003,0.002,0.226,0.002,0.004,0.003,0.006,0.002,0.002,0.002,0.002,0.865,0.002,0.002,0.002,0,0.002,0.003,0.005,0.004,0.002,0.007,0.003,2.489,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.484,0.002,0.002,0.002,0.004,0
272,0.022,1.344,0.022,0.02,0.011,0.009,0.269,0.01,0.006,0.005,0.007,0.004,0.008,0.003,1.459,0.006,0.002,0.002,1.582,0.001,0.002,0.002,0.002,0,0.003,0.002,0.543,0,0.005,0.002,0.003,0.007,0.003,0.01,0.005,0,0.004,0.01,0.008,1.512
273,0.008,0.003,0.001,0.004,0.003,0.006,0.003,0.002,0.004,0.029,0.002,0.002,0.002,0.002,0,0,0.002,0.003,0.529,0,0.002,0.002,0.002,0,0.002,0.001,0.002,0,0.002,0.002,0.002,0.004,0.002,0.012,0.007,1.25,0.011,0.011,0.008,0.002
274,0.004,0.003,0,0.003,0.002,0.005,0.004,0.003,0.002,0.003,0.002,0.003,0.002,0.002,0,0,0.003,0.002,0.002,1.09,0.001,0.001,0.001,0,0.001,0.002,0.001,0,0.001,0.001,0.002,0.002,0.003,0.002,0.002,0,0.002,0.003,0.003,0.002
275,0.002,0.001,0,0.002,0.002,0.003,0.001,0.004,0.002,0.003,0.001,0.001,0.001,0.002,0,2.289,0.001,0.002,0.001,0.001,0.001,0.001,0.002,0,0.001,0.001,0.001,0,0.002,0.002,0.002,0.002,0.002,0.002,0.003,2.351,0.002,0.004,0.002,0.002
276,0.005,0.003,0,0.004,0.004,0.004,0.003,0.003,0.003,0.005,0.002,0.002,0.002,0.002,0,1.907,0.001,0.002,0.003,0.002,0.002,0.003,0.003,2.423,0.002,0.002,0.002,0,0.003,0.002,0.001,0.002,0.002,0.001,0.002,0.002,0.002,0.002,0.002,0.001
277,0.002,0.002,1.285,0.003,0.003,0.002,0.002,0,0.003,0.003,0.002,0.003,0.002,0.002,2.036,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.002,0,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002
278,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0,0.002,0.002,0.002,0,0.002,0.002,0.002,0.392,0.002,0.002,0.002,0.036,0.04,0.002,0.002,0.002,0.002,0.002,0.002,6.755,0.002,0.002,0.002,0.001,0.12,0.002,0.002,0.002,0,0.002,0.003,0.001
279,0.014,0.002,0.004,0.003,0.004,0.005,0.003,1.551,0.003,0.005,0.002,1.324,0.003,0.003,0.002,0,0.002,0.002,0.002,0.002,0,0.002,0.002,0.003,0.003,0.002,0.002,3.122,0.307,0.002,0.001,0.001,0.001,0.002,0.001,0.001,0,0.002,0.002,0.001
280,0.002,0.001,0.001,0,0.002,0.001,0.002,0,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.38,0.002,0.003,0.003,0.005,0,0.003,0.002,0.406,0,0.002,0.002,0.002,1.307,0.002,0.002,0.002,0.225,0.002,0.002,0.002,1.942,0.002,0.002,0.001
281,0.002,0.002,0.002,1.008,0.002,0.002,0.002,0,0.002,0.002,0.002,0.002,1.058,0.002,0.002,0.002,0,0.002,0.002,0.002,0,0.001,0.001,0.001,0,0,0.001,0.001,0,0.001,0.001,0.001,0,0.002,0.001,0.001,0.004,0.002,0.002,0.001
282,0.003,0.003,0.004,2.397,0.003,0,0.003,4.047,0.001,0,0.003,0.003,0,0.004,0.001,0.002,0.553,0.001,0.003,0.002,0,0.002,0.003,0.003,2.141,0.002,0.002,0.003,0,0.002,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001
283,0.003,0.002,0.003,0,0.003,0.004,0.002,1.955,0.003,0.004,0.002,0.003,0,0.003,0.002,0.002,0.001,0.002,0.002,0.002,1.719,0.002,0.007,0.004,0.006,0.002,0.002,0.006,0.971,0.005,0.002,0.002,0,0.002,0.002,0.001,0.002,0.002,0.002,0.001
284,0.002,0.002,0.002,0,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0,0.003,0.004,0.002,0.357,0.002,0.003,0.002,0.002,0.002,0.004,0.002,0.002,0.001,0.003,0.002,0.183,0.002,0.002,0.002,2.507,0.002,0.002,0.002,0.002,0.393,0.002,0.002
285,0.004,0.004,0.005,1.562,0.004,0.014,0.003,0.01,1.038,0.017,0.002,0.002,1.415,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.002,0,0.002,0.002,0.002,0.002,0.001,0.001,0.008,0,0.002,0.002,0.002,0,0.003,0.002
286,0.002,0.002,0.002,0.023,0,0.002,0.002,0.047,0.277,0.007,0.002,0.003,0.003,0.002,0.003,0.003,0,0.003,0.002,0.002,0.002,0,0.002,0.002,0.002,1.68,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0,0.002,0.002,0.002,1.437,0.003,0.002
287,0.002,0.002,0.002,0.003,1.62,0.003,0.002,0.002,0,0.003,0.002,0.003,0.004,0.002,0.004,0.003,0.884,0.004,0.002,0.004,0.002,0,0.002,0.002,0.003,0.175,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0,0.001,0.002,0.002,0,0.004,0.002
288,0,0.002,0.002,0.002,0,0.002,0.002,0.002,0.8,0,0.002,0.002,0.002,0,0.002,0.002,0.002,0.002,0.002,0.002,0,0,0.003,0.002,0,0.002,0.002,0.003,0.006,0,0.002,0.002,0.002,2.287,0.002,0.002,0.002,0,0.003,0.001
289,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0.001,0,0.002,0.002,0.004,0,0.002,0.002,0.002,0,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0,0.001,0.002,0.002,0.003,0.002,0.002,0.002,0,0.004,0.003
290,2.021,0.002,0.002,0.001,0,0.001,0.001,0.002,0.002,0,0.002,0.002,0.002,3.178,0.004,0.002,0.002,0,0.001,0.002,0.002,2.682,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0,0.002,0.001,0.002,0.002,0.002,0.002,0.002,3.689,0.002,0.001
291,0,0.002,0.003,0.002,0,0.001,0.001,0.002,0.001,3.343,0.001,0.002,0.002,0,0.002,0.002,0.002,0,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.009,0.002,0.002,0.002,1.424,0.002,0.002,0.003,0.003,0.002,0.002,0.002,1.623,0.003,0.002
292,0,0.002,0.003,0.003,2.981,0,0.002,0.002,0.003,0,0.002,0.002,0.002,2.235,0.003,0.002,0.002,0.487,0.002,0.002,0.003,0.002,0.003,0.004,0.002,0.002,0.002,0.002,0.003,0.003,0.001,0.001,0.002,0.002,0.001,0.001,0.002,0.002,0,0.001
293,0,0.002,0.003,0.003,0.002,1.026,0.004,0.003,0.002,3.925,0.001,0.002,0.002,0,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.002,0.001,0.002,0.372,0.002,0.002,0.004,0.002,0.002,0.002,0.002,1.054,0.002
294,0,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,2.156,0.002,0.002,0.003,0,0.002,0.003,0.002,0.002,0,0.001,0.002,0.002,0.002,0.003,0.002,0.002,0.009,0.002,0.003,0.002,0,0.002,0.002,0.002,0.476,0.002,0.002,0.002,0.276,0.002
295,0,0.002,0.002,0.002,0.002,0,0.001,0.002,0.004,0,0.001,0.001,0.001,0,0.002,0.001,0.002,0.002,0.764,0.002,0.001,0.001,0.002,0.002,0.001,0.002,0.001,0.001,0.002,0.001,1.829,0.002,0.002,0.002,0.002,0.002,0.001,0.002,0.774,0.002
296,4.441,0,0.003,0.003,0.002,0,0.002,0.002,0.002,4.308,0.002,0.001,0.001,3.078,0.001,0.001,0.002,0.002,0,0.001,0.002,0.003,0,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.001,0.003,0.002,0.002,0.002,0.004,0.003,0.003,0.002,0.003
297,0.04,0,0.002,0.002,0.002,0,0.002,0.003,0.002,0.908,0.001,0.002,0.002,0,0,0.002,0.002,0.001,0,0.001,0.002,0.002,0,0.002,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.004,0.002,0.002,0.002,0.004,0.003,0.002
298,0.003,0,0.002,0.003,0.003,3.21,0.002,0.002,0.002,0.003,0.002,0.002,0.002,1.401,0,0.001,0.002,0.002,0,0.002,0.001,0.001,0,0.002,0.002,0.002,0.402,0.002,0.002,0.002,0.001,0.001,0.002,0.002,0.001,0.004,0.003,0.003,0.001,0.002
299,0.003,2.725,0.003,0.003,0.003,0.005,0.003,0.003,0.002,0.003,0.002,0.002,0.002,0.001,0,0.001,0.002,0.001,0,0.001,0.002,0.002,0,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.004,0.137,0,0.003,0.002,0.005,0.002
300,0.004,0,0.003,0.003,0.002,0.004,0.003,0.005,0.002,0.006,0.002,0.002,0.002,0.002,1.84,0.002,0.002,0.002,0,0.002,0.002,0.003,2.297,0,0.003,0.002,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.957,0.002,0.002,0.002,0.002
301,0.007,1.418,0.004,0.003,0.003,0.005,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.003,0.596,0.002,0.002,0.003,0,0.002,0.003,0.003,0.003,0,0.004,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.002,0.003,0.002,0,0.002,0.002,0.003,0.047
302,0.003,0.002,0.624,0.005,0.006,0.004,0.003,0.006,0.01,0.017,0.002,0.002,0.002,0.002,0.933,0.11,0.002,0.002,2.085,0,0.002,0.002,0.002,0,0.002,0.004,0.002,0.455,0.003,0.003,0.002,0.625,0.002,0.003,0.002,0.607,0.002,0.002,0.002,0.002
303,0.002,0,0,0,0.001,0,0,0.001,0.002,0.001,0.002,0,0.002,0.002,0.213,0,0.002,0.002,0.002,1.089,0,0.001,0.001,0,0.001,0,0.001,0,0,0,0.001,0.002,0.003,0.003,0.001,0.002,0,0.002,0.004,0.002
304,0.005,0.004,0,0.003,0.003,0.003,0.002,0.003,0.002,0.007,0,0,0.001,0,0.001,0,0,0.001,0.002,0,0.003,0.003,0.005,2.644,0.007,0.003,0.003,0.006,0.005,0.005,0.003,0.003,0.004,0.012,0.01,0.005,1.955,0.004,0.003,0.002
305,0.003,0.002,0,0.002,0.002,0.002,0.002,0,0.002,0.002,0.003,1.104,0.003,0.013,0.005,1.022,0.002,0.006,0.002,1.676,0.898,0.002,0.002,1.465,0.019,0.001,0.002,0.001,0.003,0.003,0.002,0.002,0.04,0.005,0.003,0.003,1.228,0.004,0.007,0.002
306,0.002,0.002,3.77,0.002,0.002,0.002,0.002,0,0.002,0.003,0.002,0.031,0.003,0.002,0.002,0.003,0.002,0.003,0.002,0.496,0,0.001,0.002,0.858,0,0.001,0.002,0.002,0,0.002,0.001,0.001,0,0.001,0.001,0.001,0.686,0.002,0.002,0.002
307,0.003,0.003,2.318,0.003,0.003,0.003,0.002,0,0.003,0.004,0.002,0,0.006,0.004,0.004,0.002,0.002,0.002,0.003,0.002,1.798,0.002,0.002,0.002,0,0.002,0.002,0.002,0.202,0.002,0.002,0.002,0,0.002,0.002,0.002,0.888,0.002,0.002,0.002
308,0.002,0.003,0.003,0,0.003,0.003,0.002,3.502,0.004,0.008,0.002,0.668,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,1.321,0.002,0.002,0.002,0,0.002,0.002,0.002,0.002,0.002,0.002,0.001,2.864,0.002,0.002,0.001,0.002,0.002,0.002,0.002
309,0.001,0.001,0.002,0,0.002,0.002,0.002,0,0.002,0.007,0.002,0.004,0,0.003,0.003,0.002,0,0.003,0.003,0.002,1.178,0.001,0.001,0.003,0,0.002,0.003,0.003,0.394,0.002,0.002,0.002,2.502,0.002,0.002,0.002,0.002,0,0.002,0.002
310,0.003,0.002,0.002,3.071,0.002,0.003,0.002,5.069,0.002,0.002,0.001,0.001,0,0.001,0.001,0.002,0,0.001,0.004,0.002,0,0.002,0.002,0.003,3.446,0.002,0.001,0.002,0.002,0.002,0.001,0.001,0,0.001,0.001,0.003,0.003,0,0.001,0.001
311,0.004,0.003,0.006,1.682,0.003,0.004,0.003,5.101,0.003,0.008,0.003,0.004,1.583,0.003,0.002,0.002,0,0.003,0.003,0.003,1.385,0.002,0.002,0.003,0,0.002,0.002,0.002,0.002,0.002,0.003,0.002,1.026,0.002,0.002,0.002,0.003,0,0.003,0.002
312,0.006,0.005,0.006,0.005,0.003,0.008,0.003,3.128,0.004,0.005,0.002,0.002,0.002,0.004,0.003,0.002,0,0.002,0.002,0.002,0,0.001,0.002,0.002,2.961,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.004,0.004,2.394,0.007,0.002
313,0.004,0.003,0.005,0.005,0,0.007,0.004,0.01,0.005,0.005,0.003,0.003,0.002,0.004,0.003,0.003,2.953,0.004,0.002,0.004,0.424,0,0.003,0.003,0.195,0.799,0.003,0.003,0.004,0.003,0.002,0.002,0.038,0.008,0.003,0.002,0.003,0,0.003,0.002
314,0.002,0.002,0.003,0.004,0,0.003,0.003,0.003,0.003,0.003,0.002,0.005,0.004,0.005,0.004,0.004,0.467,0.053,0.006,0.003,0.001,0,0.001,0.001,0.002,0,0.002,0.001,0.002,0,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0,0.009,0.002
315,0.004,0.002,0.002,0.003,2.858,0.002,0.003,0.002,0.004,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.432,0.002,0.001,0.001,0,0.001,0.001,0.001,0,0.002,0.001,0.002,2.119,0.002,0.002,0.002,0,0.002,0.002,0.002,1.455,0.002,0.002
316,0.002,0.003,0.003,0.001,0,0.002,0.002,0.002,0.001,0.002,0.001,0.001,0.008,0,0.002,0.002,0.001,0.001,0.002,0.002,0.002,0,0.001,0.002,0.001,3.544,0.001,0.002,0.001,0,0.002,0.001,0.001,0,0.001,0.002,0.001,0.898,0.002,0.002
317,0.009,0.008,0.039,0.004,0,0.007,0.006,0.004,0.008,0.009,0.001,0.002,0.002,1.581,0.002,0.001,0.001,0.001,0.001,0.001,0.002,0,0.004,0.003,0.002,0,0.003,0.003,0.002,3.927,0.001,0.001,0.002,0,0.001,0.001,0.001,0.001,0.001,0.001
318,0,0.002,0.007,0.003,5.48,0.004,0.005,0.003,0.004,0.003,0.001,0.001,0.001,1.995,0.001,0.001,0.001,0.001,0.002,0,0.002,5.606,0.003,0.002,0.003,2.893,0.003,0.002,0.004,2.238,0.001,0.001,0.002,4.291,0.002,0.002,0.002,0.001,0.002,0.001
319,1.849,0.002,0.003,0.003,3.138,0.002,0.002,0.002,0.003,0,0.001,0.002,0.002,0,0.002,0.002,0.001,0.002,0.002,0.002,0.002,2.646,0.003,0.004,0.003,0.002,0.003,0.004,0.003,0,0.001,0.002,0.001,0,0.002,0.001,0.002,0.002,0.002,0.001
320,1.083,0.004,0.005,0.003,0.005,0.008,0.002,0.005,0.002,0.813,0.004,0.004,0.003,2.117,0.009,0.004,0.003,0.003,0.003,0.002,0.002,0.002,0,0.003,0.003,0.002,0.003,0.003,0.004,0.742,0.042,0.002,0.002,1.703,0.002,0.002,0.002,0.003,0.901,0.002
321,1.124,0.003,0.003,0.002,0.002,0.101,0.002,0.002,0.002,0,0.002,0.002,0.002,0,0.002,0.002,0.003,0.002,0.003,0.004,0.002,0.002,0,0.002,0.002,0.002,0.002,0.005,0.002,0.003,0.654,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0,0.001
322,0,0.002,0.003,0.003,0.003,0.405,0.002,0.003,0.003,0.427,0.003,0.004,0.002,0,0.003,0.003,0.003,0.004,1.197,0.003,0.002,0.002,0,0.002,0.003,0.002,0.001,0.002,0.002,0.004,0,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0,0.001
323,0.669,0,0.003,0.003,0.003,0,0.002,0.003,0.002,0.004,0.002,0.002,0.003,2.328,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.002,1.784,0.002,0.002,0.002,0.439,0.003,0.003,0.002,1.063,0.002,0.002,0.004,0.003,0.003,0.003,0.004,2.398,0.002
324,0.002,0,0.002,0.002,0.002,1.518,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.195,0,0.002,0.002,0.002,1.108,0.002,0.002,0.002,0,0.002,0.002,0.002,0.076,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.006,0.569
325,0.003,2.022,0.003,0.003,0.002,0.002,0.002,0.002,0.003,0.005,0.001,0.001,0.002,0.002,0,0.002,0.001,0.002,0,0.002,0,0,0,0.002,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.002,0.307,0.001,0.002,0.002,0.002,0.001
326,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.002,0.001,0,0.001,0.001,0,0,0.002,0,0,0,0,0.001,0.001,0,0.002,0.002,0.001,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0,0.001,0,0.002,0,0,0.001
327,0.032,0.004,0.004,0.009,0.003,0.007,0.979,0.005,0.003,0.011,1.055,0.001,0.002,0.001,4.577,0.001,0.001,0.001,0,0.001,0.004,0.004,3.288,0.006,0.004,0.004,0.003,0.006,0.005,0.003,0.001,0.001,0.001,0.002,0.001,0,0.001,0.002,0.001,0.001
328,0.042,0.002,0,0.005,0.002,0.005,0.627,0.003,0.003,0.022,0.003,0.004,0.005,0.009,3.036,0.003,0.003,0.005,3.701,0.003,0.002,0.002,0.007,0,0.002,0.002,0.002,0,0.004,0.002,0.002,0.002,0.002,0.003,0.002,0,0.003,0.004,0.007,0
329,0.002,0.004,2.215,0.002,0.004,0.002,0.002,0.003,0.002,0.005,0.002,0,0.003,0.003,0.059,0.002,0.003,0.003,0.039,0.662,0,0,0.001,1.653,0.001,0.001,0.002,0,0.001,0.001,0.002,0.002,0.002,0.017,0.003,0.974,0.002,0.003,0.007,0.619
330,0,0,0,0,0,0,0,0,0,0,0.002,0,0.001,0.002,0.001,0.815,0.001,0.004,0,0,0.004,0.001,0.002,0,0.005,0.003,0.003,2.254,0.002,0.003,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
331,0.004,0.003,3.512,0.002,0.002,0.004,0.003,0.003,0.003,0.003,0.002,0,0.002,0.002,0.002,0.002,0.001,0.001,0.002,0,0.002,0.002,0.002,0,0.002,0.002,0.003,3.186,0.002,0.002,0.002,0.002,0.002,0.004,0.002,0.002,0.003,0.003,0.003,0.003
332,0.002,0.002,4.296,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0,0.002,0.002,0.002,0,0.002,0.002,0.002,2.532,0.002,0.002,0.002,0.001,0.002,0.002,0.006,0.002,0.003,0.002,0.003,0.005
333,0.004,0.003,2.973,0.003,0.004,0.007,0.003,0.002,0.004,0.009,0.003,4.825,0.002,0.003,0.002,0.002,0.002,0.002,0.002,2.597,0.001,0.002,0.002,0,0.002,0.002,0.002,0,0.002,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001
334,0.002,0.002,0.808,1.086,0.002,0.003,0.002,0,0.004,0.004,0.001,0,0.001,0.001,0.002,0.002,0.001,0.001,0.002,0.121,0.321,0.002,0.002,3.024,0.003,0.002,0.002,3.552,0.003,0.002,0.002,0.002,0,0.002,0.001,0.001,0.002,0.002,0.001,0.001
335,0.004,0.002,0.004,0,0.002,0.005,0,2.231,0.001,0,0.002,3.046,0.003,0.004,0.004,0.003,0.003,0.003,0.002,0.003,0.695,0.001,0.001,0.001,0,0.001,0.001,0,0,0.002,0.002,0.002,1.822,0.002,0.002,0.002,0.15,0.002,0.002,0.002
336,0.003,0.002,0.003,0,0.003,0.003,0.002,0.626,0.002,0.003,0.001,0.002,0.002,0.002,0.002,0.002,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0,0,0.001,0.001,0.001,1.976,0.002,0.001,0.001,0.002,0.002,0.002,0.001
337,0.011,0.005,0.007,0.756,0.004,0.008,0.003,0.004,0.002,0.022,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.712,0.002,0.002,0.002,0,0.002,0.002,2.2,0,0.002,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001
