journal_wr,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
286,1058772,994833,924152,825848,853723,1027518,1095286,1341718,882225,1004288,1030514,1107129,993782,976302,1044296,722122,894618,982417,709590,966924,859805,1086795,796748,1074019,820561,920942,1051877,1128446,993714,1013485,1057553,950738,894062,757257,1041657,874180,1077918,1062523,1171192,906807
287,1058772,994833,924152,825848,853723,1027519,1095286,1341718,882225,1004288,1030514,1107129,993782,976302,1044296,722122,894618,982417,709590,966924,859805,1086795,796748,1074019,820561,920942,1051877,1128446,993714,1013485,1057553,950738,894062,757257,1041657,874180,1077918,1062523,1171192,906807
288,1058772,994833,924152,825848,853723,1027519,1095286,1341718,882226,1004288,1030514,1107129,993782,976302,1044296,722122,894618,982417,709590,966924,859805,1086795,796749,1074019,820561,920942,1051877,1128446,993714,1013485,1057553,950738,894062,757258,1041657,874180,1077918,1062523,1171192,906807
289,1058772,994833,924152,825848,853723,1027519,1095286,1341718,882226,1004288,1030514,1107129,993782,976302,1044296,722122,894618,982417,709590,966924,859805,1086795,796749,1074019,820561,920942,1051877,1128446,993714,1013485,1057553,950738,894062,757258,1041657,874180,1077918,1062523,1171192,906807
290,1058772,994833,924152,825848,853723,1027519,1095286,1341718,882226,1004288,1030514,1107129,993782,976302,1044296,722122,894618,982417,709590,966924,859805,1086795,796749,1074019,820561,920942,1051877,1128446,993714,1013485,1057553,950738,894062,757258,1041657,874180,1077918,1062523,1171192,906807
291,1058772,994833,924152,825848,853723,1027519,1095286,1341718,882226,1004289,1030514,1107129,993782,976302,1044296,722122,894618,982417,709590,966925,859806,1086795,796749,1074019,820561,920942,1051877,1128446,993714,1013485,1057553,950738,894062,757258,1041657,874180,1077918,1062523,1171192,906807
292,1058772,994833,924152,825848,853723,1027519,1095286,1341718,882226,1004289,1030514,1107130,993782,976302,1044296,722122,894618,982417,709590,966925,859806,1086795,796749,1074019,820561,920942,1051877,1128446,993714,1013485,1057554,950738,894062,757258,1041657,874180,1077918,1062523,1171192,906807
293,1058772,994833,924152,825848,853723,1027519,1095287,1341718,882226,1004289,1030514,1107130,993782,976302,1044296,722122,894618,982417,709590,966925,859806,1086795,796749,1074019,820562,920942,1051877,1128446,993714,1013485,1057554,950738,894063,757258,1041657,874181,1077918,1062524,1171192,906807
294,1058772,994833,924153,825848,853723,1027520,1095287,1341718,882226,1004289,1030514,1107130,993782,976302,1044296,722123,894618,982417,709590,966925,859806,1086795,796749,1074019,820562,920942,1051877,1128446,993714,1013485,1057554,950738,894063,757258,1041657,874181,1077918,1062524,1171192,906807
295,1058772,994833,924153,825848,853723,1027520,1095287,1341718,882226,1004289,1030514,1107130,993782,976302,1044296,722123,894619,982417,709590,966925,859806,1086795,796749,1074019,820562,920942,1051877,1128446,993714,1013485,1057554,950738,894063,757259,1041657,874181,1077918,1062524,1171192,906807
296,1058772,994833,924153,825848,853724,1027520,1095287,1341718,882226,1004289,1030514,1107130,993782,976302,1044296,722124,894619,982417,709590,966925,859806,1086795,796749,1074019,820562,920942,1051877,1128446,993714,1013485,1057554,950738,894063,757259,1041657,874181,1077919,1062524,1171192,906808
297,1058772,994833,924153,825848,853724,1027520,1095287,1341719,882227,1004289,1030514,1107130,993782,976302,1044296,722124,894619,982417,709590,966925,859806,1086795,796749,1074019,820562,920942,1051877,1128446,993715,1013485,1057554,950738,894063,757259,1041657,874182,1077919,1062524,1171192,906808
298,1058772,994833,924153,825848,853724,1027520,1095287,1341719,882227,1004289,1030514,1107130,993782,976302,1044296,722124,894620,982417,709590,966925,859806,1086795,796749,1074019,820562,920942,1051877,1128446,993715,1013486,1057554,950739,894063,757259,1041657,874182,1077919,1062524,1171192,906808
299,1058772,994833,924153,825848,853725,1027520,1095287,1341719,882227,1004289,1030514,1107130,993782,976302,1044296,722124,894620,982417,709590,966925,859806,1086795,796749,1074019,820562,920942,1051877,1128446,993715,1013486,1057554,950739,894063,757259,1041657,874182,1077919,1062524,1171192,906808
300,1058773,994833,924154,825848,853725,1027520,1095287,1341719,882227,1004289,1030514,1107130,993782,976302,1044296,722124,894620,982417,709590,966925,859806,1086795,796749,1074019,820562,920942,1051877,1128446,993715,1013486,1057554,950739,894063,757259,1041657,874182,1077919,1062524,1171192,906808
301,1058773,994833,924154,825849,853725,1027520,1095287,1341719,882227,1004289,1030514,1107130,993782,976302,1044296,722124,894620,982417,709590,966925,859806,1086795,796749,1074019,820562,920942,1051877,1128446,993715,1013486,1057554,950739,894064,757259,1041658,874182,1077919,1062524,1171192,906808
302,1058773,994833,924154,825850,853725,1027520,1095288,1341719,882227,1004289,1030515,1107130,993782,976303,1044296,722124,894620,982417,709590,966925,859806,1086796,796749,1074019,820562,920942,1051877,1128446,993715,1013486,1057555,950739,894064,757259,1041658,874182,1077919,1062524,1171193,906808
303,1058773,994833,924155,825850,853725,1027520,1095288,1341719,882227,1004289,1030515,1107130,993782,976303,1044296,722124,894620,982417,709591,966925,859806,1086796,796749,1074019,820562,920942,1051877,1128447,993715,1013486,1057555,950739,894064,757260,1041658,874182,1077919,1062524,1171193,906808
304,1058773,994833,924155,825850,853725,1027520,1095289,1341719,882227,1004289,1030515,1107130,993782,976303,1044296,722125,894620,982418,709591,966925,859806,1086796,796749,1074019,820562,920942,1051877,1128447,993715,1013486,1057555,950739,894064,757261,1041658,874182,1077919,1062524,1171193,906808
305,1058773,994833,924155,825850,853726,1027520,1095289,1341719,882228,1004289,1030515,1107130,993782,976305,1044296,722125,894620,982418,709591,966925,859806,1086797,796749,1074019,820562,920942,1051877,1128447,993715,1013486,1057555,950739,894064,757262,1041658,874183,1077919,1062524,1171193,906808
306,1058773,994833,924155,825850,853726,1027520,1095289,1341719,882228,1004289,1030515,1107130,993782,976305,1044296,722125,894620,982418,709592,966925,859806,1086798,796749,1074019,820562,920942,1051878,1128447,993715,1013486,1057556,950739,894064,757262,1041659,874183,1077919,1062524,1171193,906808
307,1058773,994833,924156,825851,853726,1027520,1095289,1341719,882229,1004289,1030515,1107130,993782,976305,1044297,722125,894620,982418,709592,966925,859806,1086798,796749,1074019,820562,920942,1051878,1128447,993715,1013486,1057556,950739,894064,757262,1041659,874183,1077919,1062524,1171193,906808
308,1058774,994833,924156,825851,853726,1027520,1095289,1341719,882230,1004289,1030515,1107130,993782,976306,1044297,722125,894620,982418,709592,966926,859807,1086798,796749,1074019,820562,920942,1051878,1128447,993715,1013486,1057557,950739,894064,757262,1041660,874183,1077919,1062524,1171193,906808
309,1058774,994833,924156,825851,853726,1027520,1095289,1341719,882230,1004289,1030515,1107130,993782,976306,1044297,722125,894620,982418,709592,966926,859807,1086798,796749,1074019,820562,920942,1051878,1128447,993716,1013486,1057558,950739,894064,757262,1041660,874183,1077919,1062524,1171193,906808
310,1058774,994833,924156,825851,853726,1027520,1095289,1341719,882230,1004289,1030515,1107130,993782,976306,1044297,722125,894620,982418,709592,966926,859807,1086799,796749,1074019,820562,920942,1051878,1128447,993716,1013486,1057558,950739,894064,757262,1041660,874183,1077919,1062524,1171193,906808
311,1058774,994833,924156,825851,853727,1027520,1095289,1341719,882230,1004289,1030515,1107130,993782,976306,1044297,722125,894620,982418,709592,966926,859807,1086799,796749,1074019,820562,920942,1051878,1128447,993716,1013486,1057558,950739,894065,757262,1041660,874183,1077919,1062524,1171193,906809
312,1058774,994833,924156,825851,853727,1027520,1095289,1341719,882230,1004289,1030515,1107130,993782,976307,1044298,722125,894620,982418,709592,966926,859807,1086799,796749,1074020,820562,920942,1051878,1128447,993716,1013486,1057558,950739,894065,757262,1041660,874183,1077919,1062524,1171193,906809
313,1058774,994833,924157,825851,853727,1027520,1095289,1341719,882230,1004289,1030515,1107131,993782,976307,1044298,722125,894620,982418,709593,966926,859807,1086800,796749,1074020,820562,920942,1051878,1128448,993716,1013486,1057558,950739,894065,757262,1041661,874183,1077919,1062524,1171193,906809
314,1058774,994833,924157,825851,853727,1027520,1095289,1341719,882230,1004289,1030515,1107131,993782,976307,1044298,722125,894620,982418,709593,966927,859807,1086800,796749,1074020,820562,920942,1051878,1128448,993716,1013486,1057559,950739,894065,757262,1041661,874183,1077919,1062524,1171193,906809
315,1058774,994833,924157,825851,853727,1027520,1095289,1341719,882230,1004289,1030515,1107131,993782,976307,1044298,722125,894620,982419,709593,966927,859807,1086800,796749,1074020,820562,920942,1051878,1128448,993716,1013486,1057559,950739,894065,757263,1041661,874183,1077919,1062524,1171193,906809
316,1058774,994833,924157,825851,853727,1027520,1095289,1341719,882230,1004289,1030515,1107131,993782,976308,1044298,722125,894620,982419,709593,966927,859807,1086800,796750,1074020,820563,920942,1051878,1128448,993716,1013486,1057560,950739,894065,757263,1041661,874183,1077919,1062524,1171193,906809
317,1058774,994833,924157,825851,853727,1027520,1095289,1341719,882230,1004289,1030515,1107131,993782,976308,1044298,722125,894620,982419,709593,966927,859807,1086801,796750,1074021,820563,920942,1051878,1128448,993717,1013486,1057560,950739,894065,757263,1041661,874183,1077919,1062524,1171193,906809
318,1058774,994833,924157,825852,853727,1027520,1095289,1341719,882230,1004289,1030515,1107131,993783,976308,1044298,722125,894620,982419,709593,966927,859807,1086801,796750,1074021,820563,920942,1051878,1128448,993717,1013486,1057560,950739,894065,757263,1041661,874183,1077919,1062524,1171193,906809
319,1058774,994833,924157,825852,853727,1027520,1095290,1341719,882230,1004289,1030516,1107131,993783,976308,1044298,722125,894620,982419,709593,966927,859807,1086801,796750,1074021,820563,920942,1051878,1128448,993717,1013486,1057560,950739,894065,757263,1041661,874183,1077919,1062524,1171193,906809
320,1058774,994833,924157,825852,853727,1027520,1095290,1341719,882230,1004289,1030516,1107131,993783,976308,1044298,722125,894620,982419,709593,966927,859808,1086801,796750,1074021,820563,920942,1051878,1128448,993717,1013486,1057560,950739,894065,757263,1041661,874183,1077919,1062524,1171193,906810
321,1058774,994833,924157,825852,853727,1027520,1095290,1341719,882230,1004289,1030516,1107131,993783,976309,1044298,722125,894620,982419,709593,966927,859808,1086801,796750,1074021,820563,920942,1051878,1128448,993718,1013486,1057560,950739,894065,757263,1041661,874184,1077919,1062524,1171193,906810
322,1058774,994833,924157,825852,853728,1027520,1095290,1341719,882230,1004289,1030516,1107131,993783,976309,1044298,722125,894620,982419,709593,966927,859808,1086801,796750,1074021,820563,920942,1051879,1128448,993718,1013486,1057560,950739,894065,757263,1041661,874184,1077919,1062524,1171193,906812
323,1058774,994833,924157,825852,853729,1027520,1095290,1341719,882230,1004289,1030516,1107131,993783,976309,1044298,722125,894620,982419,709593,966927,859808,1086801,796750,1074021,820563,920942,1051879,1128448,993718,1013486,1057560,950739,894065,757263,1041661,874184,1077919,1062524,1171193,906812
324,1058774,994833,924157,825852,853729,1027521,1095290,1341719,882230,1004289,1030516,1107131,993784,976309,1044298,722125,894620,982419,709593,966927,859808,1086801,796750,1074021,820563,920942,1051879,1128448,993718,1013486,1057560,950739,894065,757263,1041661,874184,1077919,1062524,1171193,906812
325,1058774,994833,924157,825852,853729,1027521,1095290,1341719,882230,1004289,1030516,1107131,993785,976309,1044298,722125,894620,982419,709593,966927,859808,1086801,796750,1074021,820563,920942,1051879,1128448,993718,1013486,1057560,950739,894065,757263,1041662,874184,1077919,1062524,1171193,906812
326,1058774,994833,924157,825852,853729,1027521,1095290,1341719,882230,1004289,1030516,1107131,993785,976310,1044298,722125,894620,982419,709593,966927,859808,1086802,796751,1074022,820563,920942,1051879,1128448,993718,1013486,1057560,950739,894065,757263,1041662,874184,1077919,1062524,1171193,906812
327,1058774,994833,924157,825852,853729,1027521,1095290,1341719,882230,1004289,1030516,1107131,993785,976310,1044299,722125,894620,982419,709593,966927,859808,1086802,796751,1074022,820563,920942,1051879,1128448,993718,1013486,1057560,950739,894065,757263,1041662,874184,1077919,1062524,1171193,906812
328,1058774,994833,924157,825852,853730,1027521,1095290,1341719,882230,1004289,1030516,1107131,993785,976310,1044299,722125,894620,982419,709593,966928,859808,1086803,796751,1074022,820563,920942,1051879,1128448,993718,1013486,1057560,950739,894065,757263,1041662,874184,1077919,1062524,1171193,906812
329,1058774,994833,924158,825852,853730,1027521,1095290,1341719,882230,1004289,1030516,1107131,993785,976310,1044299,722125,894620,982419,709593,966928,859808,1086803,796751,1074022,820563,920942,1051879,1128449,993718,1013486,1057560,950739,894066,757263,1041662,874184,1077919,1062524,1171193,906812
330,1058774,994833,924158,825852,853730,1027521,1095290,1341719,882230,1004289,1030516,1107131,993785,976310,1044299,722125,894620,982419,709593,966928,859808,1086803,796751,1074022,820563,920942,1051879,1128449,993718,1013486,1057560,950739,894066,757263,1041662,874184,1077919,1062524,1171193,906812
331,1058774,994833,924158,825852,853730,1027521,1095290,1341719,882230,1004290,1030516,1107131,993785,976310,1044299,722125,894620,982419,709594,966928,859809,1086803,796751,1074022,820563,920942,1051879,1128449,993718,1013486,1057560,950739,894066,757263,1041662,874184,1077919,1062524,1171193,906812
332,1058774,994833,924158,825852,853730,1027521,1095290,1341719,882230,1004290,1030516,1107132,993785,976310,1044299,722125,894620,982419,709594,966928,859809,1086803,796751,1074022,820563,920942,1051879,1128449,993718,1013486,1057560,950739,894066,757263,1041662,874184,1077919,1062524,1171193,906812
333,1058774,994834,924158,825852,853730,1027521,1095290,1341719,882230,1004290,1030516,1107132,993785,976310,1044299,722125,894620,982419,709594,966928,859809,1086804,796751,1074022,820563,920942,1051879,1128449,993718,1013486,1057560,950739,894066,757263,1041662,874184,1077919,1062524,1171193,906812
334,1058774,994834,924158,825852,853730,1027521,1095290,1341719,882230,1004290,1030516,1107133,993785,976310,1044299,722125,894620,982419,709594,966928,859809,1086804,796751,1074022,820563,920942,1051879,1128449,993718,1013486,1057560,950739,894066,757264,1041662,874184,1077919,1062524,1171193,906812
335,1058774,994834,924158,825852,853730,1027521,1095290,1341719,882230,1004290,1030516,1107133,993785,976310,1044299,722125,894621,982419,709594,966928,859809,1086805,796751,1074023,820563,920942,1051879,1128449,993718,1013486,1057560,950739,894066,757264,1041663,874184,1077919,1062524,1171193,906812
336,1058774,994834,924158,825852,853730,1027521,1095290,1341719,882230,1004290,1030516,1107133,993785,976310,1044299,722126,894621,982419,709594,966928,859810,1086805,796751,1074023,820563,920942,1051879,1128449,993718,1013486,1057560,950739,894066,757264,1041664,874184,1077919,1062524,1171193,906812
337,1058774,994834,924158,825852,853730,1027521,1095290,1341719,882230,1004290,1030517,1107133,993785,976310,1044299,722126,894621,982419,709594,966928,859810,1086805,796751,1074023,820563,920942,1051879,1128450,993718,1013486,1057560,950739,894066,757264,1041664,874184,1077919,1062524,1171193,906812
338,1058774,994834,924159,825852,853730,1027521,1095290,1341719,882230,1004290,1030517,1107133,993785,976310,1044299,722126,894622,982419,709594,966928,859810,1086805,796751,1074023,820563,920942,1051879,1128450,993718,1013486,1057560,950739,894066,757264,1041664,874184,1077919,1062524,1171193,906812
339,1058774,994834,924159,825852,853730,1027521,1095290,1341719,882231,1004290,1030517,1107133,993785,976311,1044299,722126,894622,982419,709594,966928,859810,1086805,796751,1074023,820563,920942,1051879,1128450,993718,1013486,1057560,950739,894066,757264,1041664,874184,1077919,1062524,1171193,906812
340,1058774,994834,924159,825853,853730,1027521,1095290,1341719,882231,1004290,1030517,1107133,993785,976311,1044299,722126,894623,982420,709594,966928,859810,1086805,796751,1074023,820563,920942,1051879,1128450,993718,1013486,1057560,950739,894066,757264,1041664,874184,1077919,1062524,1171193,906812
341,1058774,994834,924159,825853,853730,1027521,1095290,1341719,882231,1004290,1030517,1107133,993785,976311,1044299,722127,894623,982420,709594,966928,859810,1086805,796751,1074023,820563,920942,1051880,1128450,993718,1013486,1057560,950739,894066,757264,1041664,874184,1077919,1062524,1171193,906812
342,1058774,994834,924159,825853,853730,1027521,1095290,1341719,882231,1004290,1030517,1107133,993785,976311,1044299,722127,894623,982420,709594,966928,859810,1086805,796751,1074023,820563,920942,1051880,1128450,993718,1013486,1057561,950739,894066,757264,1041664,874185,1077919,1062524,1171193,906812
343,1058774,994834,924160,825853,853730,1027521,1095290,1341719,882231,1004290,1030517,1107133,993785,976311,1044299,722128,894623,982420,709594,966928,859810,1086806,796751,1074023,820563,920942,1051881,1128450,993718,1013486,1057561,950739,894066,757264,1041664,874185,1077919,1062525,1171193,906812
344,1058774,994834,924160,825853,853730,1027521,1095290,1341719,882231,1004290,1030517,1107133,993785,976311,1044299,722128,894623,982420,709594,966928,859810,1086806,796751,1074023,820563,920942,1051881,1128450,993718,1013486,1057561,950739,894066,757264,1041665,874185,1077919,1062525,1171193,906812
345,1058774,994834,924160,825853,853730,1027521,1095290,1341719,882231,1004290,1030517,1107133,993785,976311,1044299,722128,894623,982420,709594,966928,859811,1086806,796753,1074023,820563,920942,1051881,1128450,993718,1013486,1057561,950739,894066,757264,1041665,874185,1077920,1062525,1171193,906812
346,1058774,994834,924160,825853,853730,1027521,1095290,1341719,882231,1004290,1030517,1107133,993785,976312,1044299,722128,894623,982420,709595,966928,859811,1086806,796753,1074023,820563,920942,1051881,1128450,993718,1013486,1057561,950739,894066,757264,1041665,874185,1077921,1062525,1171193,906812
347,1058774,994834,924160,825854,853730,1027521,1095290,1341719,882231,1004290,1030518,1107133,993785,976312,1044299,722128,894623,982420,709595,966928,859811,1086806,796753,1074023,820563,920942,1051881,1128450,993718,1013486,1057562,950739,894066,757264,1041665,874185,1077921,1062525,1171193,906812
348,1058774,994834,924160,825854,853730,1027521,1095290,1341719,882232,1004290,1030518,1107133,993785,976312,1044299,722128,894623,982420,709595,966928,859811,1086806,796753,1074023,820563,920942,1051882,1128450,993718,1013486,1057562,950739,894066,757264,1041665,874185,1077922,1062525,1171193,906812
349,1058774,994834,924160,825854,853731,1027521,1095290,1341719,882232,1004290,1030518,1107133,993785,976312,1044299,722128,894623,982420,709595,966928,859811,1086806,796753,1074023,820563,920942,1051882,1128450,993718,1013486,1057562,950739,894066,757264,1041665,874185,1077922,1062525,1171193,906812
350,1058774,994834,924160,825854,853731,1027521,1095290,1341719,882233,1004290,1030518,1107133,993785,976312,1044299,722128,894623,982420,709595,966928,859811,1086806,796753,1074023,820563,920942,1051882,1128450,993718,1013486,1057562,950739,894066,757264,1041665,874185,1077922,1062525,1171193,906812
351,1058774,994834,924160,825854,853731,1027521,1095290,1341719,882233,1004291,1030518,1107133,993785,976312,1044299,722128,894623,982420,709595,966928,859811,1086806,796753,1074023,820563,920942,1051882,1128450,993718,1013486,1057562,950739,894066,757264,1041665,874185,1077922,1062525,1171193,906812
352,1058774,994834,924160,825854,853731,1027521,1095290,1341719,882233,1004291,1030518,1107133,993785,976312,1044299,722128,894623,982420,709595,966928,859811,1086806,796753,1074024,820563,920942,1051882,1128450,993718,1013486,1057562,950739,894066,757264,1041665,874185,1077922,1062525,1171193,906812
353,1058774,994834,924161,825854,853731,1027521,1095291,1341719,882233,1004291,1030518,1107133,993785,976312,1044299,722128,894623,982420,709596,966928,859811,1086806,796753,1074024,820563,920942,1051882,1128450,993718,1013487,1057562,950739,894066,757264,1041665,874185,1077922,1062525,1171193,906812
354,1058774,994834,924161,825854,853731,1027521,1095291,1341719,882233,1004291,1030519,1107133,993785,976312,1044299,722128,894623,982420,709596,966928,859811,1086807,796753,1074024,820563,920942,1051882,1128450,993718,1013487,1057562,950739,894066,757264,1041665,874185,1077922,1062525,1171193,906812
355,1058774,994834,924161,825854,853731,1027521,1095291,1341719,882233,1004291,1030519,1107133,993785,976312,1044299,722128,894624,982420,709596,966928,859811,1086807,796753,1074024,820564,920942,1051882,1128450,993718,1013487,1057562,950739,894066,757264,1041665,874185,1077922,1062525,1171193,906812
356,1058774,994834,924161,825854,853731,1027521,1095292,1341719,882233,1004291,1030519,1107133,993785,976312,1044299,722128,894624,982420,709596,966928,859811,1086807,796753,1074024,820564,920943,1051882,1128450,993718,1013487,1057562,950739,894066,757264,1041665,874185,1077922,1062525,1171193,906812
357,1058774,994834,924161,825854,853731,1027521,1095292,1341719,882233,1004291,1030519,1107133,993785,976312,1044299,722128,894625,982420,709596,966928,859811,1086807,796753,1074024,820564,920943,1051882,1128450,993718,1013487,1057562,950739,894066,757264,1041665,874185,1077922,1062525,1171193,906812
358,1058774,994834,924161,825854,853731,1027521,1095292,1341719,882233,1004291,1030520,1107134,993785,976312,1044299,722128,894625,982420,709596,966928,859811,1086807,796754,1074024,820564,920943,1051882,1128450,993718,1013487,1057562,950739,894066,757264,1041665,874185,1077922,1062525,1171193,906812
359,1058775,994834,924161,825854,853731,1027521,1095292,1341719,882233,1004291,1030520,1107134,993785,976312,1044299,722129,894625,982420,709596,966928,859811,1086807,796754,1074024,820564,920943,1051882,1128450,993718,1013487,1057562,950739,894067,757264,1041665,874185,1077922,1062525,1171193,906812
360,1058775,994834,924161,825854,853731,1027521,1095292,1341719,882233,1004291,1030520,1107134,993785,976312,1044300,722129,894625,982420,709596,966928,859811,1086807,796754,1074024,820564,920943,1051882,1128450,993718,1013487,1057562,950739,894067,757264,1041665,874185,1077922,1062525,1171193,906812
361,1058775,994834,924161,825854,853731,1027521,1095292,1341719,882233,1004291,1030520,1107134,993785,976312,1044300,722129,894625,982420,709596,966928,859811,1086807,796754,1074025,820565,920943,1051882,1128450,993718,1013487,1057562,950739,894067,757264,1041665,874185,1077922,1062525,1171193,906812
362,1058775,994834,924161,825854,853731,1027521,1095292,1341719,882233,1004291,1030520,1107134,993785,976312,1044300,722129,894625,982421,709596,966928,859811,1086807,796754,1074025,820565,920943,1051883,1128450,993718,1013487,1057562,950739,894067,757264,1041665,874185,1077922,1062525,1171193,906812
363,1058775,994835,924161,825854,853731,1027521,1095292,1341719,882233,1004291,1030520,1107134,993785,976312,1044300,722129,894625,982421,709596,966928,859811,1086807,796754,1074026,820565,920943,1051883,1128450,993718,1013487,1057562,950739,894067,757265,1041665,874185,1077922,1062525,1171193,906812
364,1058775,994835,924161,825854,853731,1027521,1095292,1341720,882233,1004291,1030520,1107134,993786,976312,1044300,722129,894625,982421,709596,966928,859811,1086807,796754,1074026,820565,920943,1051883,1128450,993718,1013487,1057562,950739,894067,757265,1041665,874185,1077922,1062525,1171194,906812
365,1058776,994835,924161,825854,853731,1027521,1095292,1341720,882233,1004291,1030520,1107135,993786,976312,1044300,722129,894625,982421,709596,966928,859811,1086807,796754,1074026,820565,920944,1051883,1128450,993718,1013487,1057562,950739,894067,757266,1041665,874185,1077922,1062525,1171194,906812
366,1058776,994835,924161,825854,853731,1027521,1095292,1341720,882234,1004292,1030520,1107135,993786,976312,1044300,722129,894625,982421,709596,966928,859811,1086807,796754,1074026,820566,920944,1051883,1128451,993718,1013488,1057562,950739,894067,757266,1041665,874185,1077923,1062526,1171194,906812
367,1058776,994835,924161,825854,853731,1027521,1095292,1341720,882234,1004292,1030520,1107135,993786,976312,1044300,722129,894625,982421,709596,966928,859811,1086807,796755,1074026,820566,920944,1051883,1128451,993718,1013488,1057562,950739,894067,757266,1041665,874185,1077923,1062526,1171194,906812
368,1058776,994835,924161,825854,853731,1027521,1095292,1341720,882234,1004292,1030520,1107136,993786,976312,1044300,722129,894625,982421,709596,966928,859811,1086807,796755,1074026,820567,920944,1051883,1128451,993718,1013488,1057562,950739,894067,757266,1041665,874185,1077923,1062526,1171194,906812
369,1058776,994835,924161,825854,853731,1027521,1095292,1341720,882234,1004292,1030520,1107136,993786,976312,1044300,722129,894625,982421,709597,966928,859811,1086807,796755,1074026,820567,920944,1051883,1128451,993718,1013488,Null,950739,894067,Null,Null,Null,1077924,Null,Null,Null
370,1058776,994835,924161,825854,853731,1027521,1095292,1341720,882234,1004292,1030520,1107136,993787,976312,1044300,722129,894625,982421,709597,966928,859811,1086807,796755,1074026,820567,920944,1051883,1128451,993718,1013488,Null,950739,894067,Null,Null,Null,1077925,Null,Null,Null
371,1058776,994835,924161,825854,853731,1027521,1095292,1341720,882234,1004292,1030520,1107136,993787,976312,1044300,722129,894625,982421,709597,966928,859811,1086807,796755,1074026,820568,920944,1051883,1128451,993718,1013488,Null,950739,894067,Null,Null,Null,1077925,Null,Null,Null
372,1058776,994835,924161,825854,853731,1027521,1095292,1341720,882234,1004292,1030520,1107136,993788,976313,1044300,722129,894625,982421,709597,966928,859811,1086807,796755,1074026,820568,920944,1051883,1128451,993719,1013488,Null,950739,894067,Null,Null,Null,1077925,Null,Null,Null
373,1058776,994835,924161,825854,853731,1027521,1095292,1341720,882234,1004292,1030520,1107136,993788,976313,1044300,722129,894625,982421,709597,966928,859811,1086807,796755,1074026,820568,920944,1051883,1128451,993719,1013488,Null,950739,894067,Null,Null,Null,1077925,Null,Null,Null
374,1058776,994835,924161,825854,853731,1027521,1095292,1341720,882234,1004292,1030520,1107136,993788,976313,1044300,722129,894625,982421,709597,966928,859811,1086807,796755,1074026,820568,920944,1051883,1128451,993719,1013488,Null,950739,894067,Null,Null,Null,1077925,Null,Null,Null
375,1058776,994835,924161,825854,853731,1027521,1095292,1341720,882234,1004292,1030520,1107136,993788,976313,1044300,722129,894625,982421,709598,966928,859811,1086807,796755,1074026,820568,920945,1051883,1128451,993720,1013488,Null,950739,894067,Null,Null,Null,1077925,Null,Null,Null
376,1058776,994835,924161,825854,853731,1027521,1095292,1341720,882235,1004292,1030520,1107137,993788,976313,1044300,722129,894625,982421,709598,966928,859811,1086807,796755,1074026,820568,920945,1051883,1128451,993720,1013488,Null,950739,894067,Null,Null,Null,1077925,Null,Null,Null
377,1058776,994835,924161,825854,853731,1027521,1095292,1341720,882235,1004292,1030520,1107138,993788,976313,1044300,722129,894625,982421,709598,966928,859811,1086807,796756,1074026,820568,920945,1051883,1128451,993720,1013488,Null,Null,894067,Null,Null,Null,Null,Null,Null,Null
378,1058776,994835,924161,825854,853731,1027521,1095292,1341720,882235,1004292,1030520,1107138,993788,976313,1044300,722129,894625,982421,709598,966928,859811,1086807,796756,1074026,820568,920945,1051883,1128451,993720,1013488,Null,Null,894067,Null,Null,Null,Null,Null,Null,Null
379,1058776,994835,924161,825854,853731,1027521,1095292,1341720,882235,1004292,1030520,1107138,993788,976313,1044300,722129,894625,982421,709598,966928,859811,1086807,796756,1074026,820568,920945,1051883,1128451,993720,1013488,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
